Violation Code,Violation Precinct,Registration State,Vehicle Make,Violation Time,Violation County,Vehicle Color
24,110,NY,TOYOT,1232P,Q,GY
71,110,NY,HIN,1223P,Q,WH
14,110,NY,HONDA,1219P,Q,BL
71,110,NY,ACURA,1215P,Q,BK
71,115,NY,TOYOT,0233P,Q,GY
71,115,NY,NISSA,0232P,Q,BK
71,115,NY,HYUND,0225P,Q,BR
14,110,IL,FORD,0221P,Q,GREY
14,110,NY,TOYOT,0220P,Q,GY
71,115,NY,HONDA,0135P,Q,RD
71,110,NY,JEEP,1239P,Q,GY
71,110,NY,HONDA,1122A,Q,BK
71,115,NY,FORD,1110A,Q,BL
71,115,NY,NISSA,1104A,Q,BK
14,115,CT,AUDI,1055A,Q,GREY
71,20,NY,FORD,0404P,NY,BK
71,102,NY,GMC,0159P,Q,TN
71,102,NY,NISSA,1236P,Q,BK
70,102,NY,ME/BE,1232P,Q,WH
40,24,NY,FRUEH,0412P,NY,WH
40,24,NJ,HONDA,0352P,NY,RED
40,24,NY,CHRYS,0350P,NY,WH
40,24,MA,ROVER,0200P,NY,BLACK
46,24,NY,SUBAR,0157P,NY,GY
46,24,NY,FORD,1207P,NY,WH
7,0,MA,TOYOT,0530P,BX,
7,0,MA,NISSA,0529P,MN,
7,0,NY,LINCO,0522P,BX,BK
7,0,NY,HONDA,0521P,BK,RD
7,0,NJ,LDR,0516P,BX,SL
7,0,CT,TOYOT,0515P,BX,GRY
7,0,NY,KENWO,0514P,BK,BL
7,0,NJ,HONDA,0512P,BK,WT
7,0,NY,LINCO,0511P,MN,BK
7,0,IL,CHEVR,0511P,BK,TAN
7,0,NY,VOLKS,0510P,QN,GY
7,0,CT,FORD,0507P,QN,BLK
7,0,NY,TOYOT,0506P,BK,BK
7,0,NY,NISSA,0506P,QN,BK
7,0,NY,TOYOT,0506P,QN,BL
7,0,NY,MERCU,0506P,QN,BK
7,0,NY,KIA,0505P,BK,BK
7,0,NY,TOYOT,0504P,BK,BK
7,0,NY,JEEP,0504P,QN,GY
7,0,CT,TOYOT,0504P,BK,GRY
7,0,NY,TOYOT,0502P,QN,GY
7,0,NY,TOYOT,0502P,MN,YW
7,0,MA,NISSA,0502P,MN,
7,0,NY,ME/BE,0459P,QN,GYGY
7,0,NJ,KIA,0458P,ST,SL
7,0,NY,TOYOT,0444P,BX,GR
7,0,NJ,CHEVR,0440P,QN,BK
7,0,NY,TOYOT,0439P,QN,GY
7,0,MA,TOYOT,0437P,BK,
7,0,NY,TOYOT,0437P,BK,BK
7,0,NJ,TOYOT,0434P,QN,SL
7,0,NY,ME/BE,0405P,BK,BK
7,0,NY,HYUND,0404P,ST,GY
7,0,NY,HYUND,0402P,QN,BK
7,0,NY,SUBAR,0402P,BK,RDTN
7,0,NC,HYUND,0359P,BK,
7,0,MA,TOYOT,0355P,MN,
7,0,MA,TOYOT,0355P,MN,
7,0,NY,HONDA,0355P,ST,GY
7,0,NY,HONDA,0355P,BK,GY
7,0,NY,HONDA,0352P,QN,MR
7,0,NY,HYUND,0352P,BX,BL
7,0,PA,CHEVR,0351P,BK,
7,0,NJ,HONDA,0351P,MN,RD
7,0,NY,MAZDA,0348P,QN,BK
7,0,NY,TOYOT,0346P,QN,BK
7,0,NY,HYUND,0345P,ST,GY
7,0,NY,TOYOT,0341P,BX,BK
7,0,NY,CHEVR,0337P,QN,WH
7,0,NY,HONDA,0335P,QN,GY
7,0,NJ,HYUND,0335P,ST,BK
7,0,NY,VOLVO,0332P,BK,GY
7,0,NY,HONDA,0331P,BK,BK
7,0,NY,CHEVR,0331P,BX,BK
7,0,NY,TOYOT,0329P,MN,YW
7,0,NY,TOYOT,0325P,MN,BK
7,0,NY,NISSA,0322P,BX,BK
7,0,NY,LINCO,0321P,BX,GY
7,0,NJ,CHEVR,0318P,BK,GY
7,0,NJ,NISSA,0317P,BK,SL
7,0,NY,DODGE,0315P,MN,BK
7,0,NY,TOYOT,0314P,BK,RD
7,0,NY,ME/BE,0313P,BX,BL
7,0,CT,TOYOT,0312P,QN,GRY
7,0,NJ,HONDA,0311P,BK,BK
7,0,CT,TOYOT,0304P,BX,GRY
7,0,NY,HONDA,0303P,QN,RD
7,0,NY,TOYOT,0301P,QN,BL
7,0,NY,CHEVR,0301P,BK,BK
7,0,NY,SUBAR,0259P,QN,BL
7,0,NY,LEXUS,0257P,BK,WH
7,0,NY,NISSA,0253P,QN,BL
7,0,LA,MINI,0252P,BX,SIL
7,0,NJ,ME/BE,0249P,BX,GRY
7,0,NY,NISSA,0245P,MN,BK
7,0,NJ,TESLA,0245P,BK,SL
7,0,NY,TOYOT,0244P,QN,GY
7,0,NY,HYUND,0243P,MN,BL
7,0,NY,CADIL,0243P,QN,BK
7,0,NY,TOYOT,0242P,QN,WH
7,0,FL,ME/BE,0241P,QN,GRY
7,0,NY,INFIN,0236P,ST,BK
7,0,MA,TOYOT,0235P,QN,
7,0,NY,TOYOT,0234P,MN,BKBL
7,0,NY,SUBAR,0231P,BK,GY
7,0,NY,LINCO,0231P,QN,BK
7,0,NY,TOYOT,0230P,BK,BK
7,0,NY,TOYOT,0230P,BX,GY
7,0,NY,HYUND,0229P,ST,GY
7,0,NY,TOYOT,0229P,QN,GY
7,0,NY,NISSA,0226P,QN,RD
7,0,NY,TOYOT,0225P,QN,RD
7,0,NC,BMW,0224P,QN,
7,0,NJ,NISSA,0223P,BK,SL
7,0,NY,HONDA,0222P,BK,GY
7,0,NY,JEEP,0221P,MN,GY
7,0,NY,CADIL,0217P,QN,BR
7,0,NY,HYUND,0217P,BK,BR
7,0,NY,TOYOT,0215P,MN,YW
7,0,NY,BMW,0212P,BK,BL
7,0,NJ,KIA,0212P,BK,WT
7,0,NY,VOLKS,0210P,,GY
7,0,NY,FORD,0209P,ST,GY
7,0,NJ,CHRYS,0207P,MN,BLK
7,0,NY,HONDA,0207P,BX,WH
7,0,NY,DODGE,0204P,BK,WH
7,0,NY,HONDA,0203P,BX,BK
7,0,NY,TOYOT,0202P,BK,BK
7,0,NJ,TESLA,0158P,QN,SL
7,0,NY,TOYOT,0158P,BX,GY
7,0,NY,HONDA,0157P,QN,GR
7,0,NY,CHRYS,0157P,BK,GY
7,0,DC,PORSC,0155P,MN,
7,0,CT,GMC,0155P,BX,BLK
7,0,NY,TOYOT,0154P,QN,GY
7,0,NY,ME/BE,0153P,QN,WH
7,0,NY,GMC,0150P,BK,BK
7,0,NY,HYUND,0149P,QN,GY
7,0,MD,NISSA,0148P,QN,
7,0,FL,CHEVR,0148P,QN,GRY
71,25,NY,JEEP,0120P,NY,GR
71,25,NY,NISSA,0116P,NY,BK
71,23,NY,ME/BE,1243P,NY,BK
14,23,NY,CADIL,1223P,NY,BK
70,23,NY,HONDA,1221P,NY,BR
71,19,NY,TOYOT,1127A,NY,GY
40,19,CT,HONDA,1120A,NY,GREY
20,19,NY,NISSA,1112A,NY,WH
40,84,NJ,NISSA,0240P,K,GREY
71,84,NY,HONDA,0237P,K,BK
70,84,NY,BMW,0147P,K,BK
71,84,NY,SUBAR,0110P,K,GY
40,84,CO,GMC,1200P,K,SILVE
71,84,NY,SMART,1151A,K,WH
71,19,NY,ME/BE,0222P,NY,WH
50,19,NY,ROVER,1227P,NY,BK
70,19,NY,ME/BE,1143A,NY,GY
46,19,NY,CHEVR,1137A,NY,WH
71,19,NY,FORD,1111A,NY,BK
46,19,NY,ROVER,1107A,NY,GY
71,23,NY,BMW,0233P,NY,BLACK
20,23,NJ,TOYOT,1255P,NY,GREY
71,23,NY,HONDA,1207P,NY,SILVE
71,23,NY,SATUR,1146A,NY,GY
71,23,NY,LEXUS,1141A,NY,GY
71,23,NY,TOYOT,1137A,NY,GREY
71,24,NY,TOYOT,0316P,NY,BK
71,30,NY,TOYOT,0303P,NY,BK
71,30,NY,JEEP,0253P,NY,GL
71,33,NY,HONDA,0245P,NY,GY
71,33,NY,CHEVR,0238P,NY,BK
46,33,NY,FORD,0231P,NY,WH
19,33,NJ,AUDI,1245P,NY,BLACK
14,33,NY,FORD,1224P,NY,WH
70,30,NY,TOYOT,1213P,NY,BK
71,30,NY,TOYOT,1151A,NY,GY
71,30,NY,HONDA,1125A,NY,BK
71,28,NY,NISSA,1118A,NY,GY
70,52,NY,ACURA,0303P,BX,BK
40,52,PA,FORD,0154P,BX,RED
20,52,NY,TOYOT,1257P,BX,WH
24,52,NY,LEXUS,1138A,BX,WH
71,49,NY,HONDA,0407P,BX,GY
70,49,NY,TOYOT,0359P,BX,BK
70,49,NY,DODGE,0333P,BX,BK
70,49,NY,TOYOT,0135P,BX,BK
71,49,NY,TOYOT,1157A,BX,GY
19,49,NY,TOYOT,1152A,BX,GR
40,19,NJ,JAGUA,0112P,NY,WHITE
40,19,NJ,HONDA,0104P,NY,SILVE
46,19,NY,ISUZU,1156A,NY,WH
70,19,NY,LINCO,1147A,NY,BK
20,103,NY,TOYOT,0637P,Q,BK
71,106,NY,HONDA,0507P,Q,BL
71,106,NY,INFIN,0304P,Q,BK
14,106,NY,LEXUS,0219P,Q,WH
14,106,NY,HONDA,0215P,Q,GY
71,102,NY,GMC,1248P,Q,DK/
70,102,NY,HONDA,1150A,Q,BK
71,102,NY,ME/BE,1108A,Q,BK
71,70,NY,TOYOT,0451P,K,GY
71,70,NY,TOYOT,0443P,K,GY
70,70,NY,TOYOT,0341P,K,BK
71,70,NY,FORD,0325P,K,GR
71,70,NY,TOYOT,0138P,K,GR
71,70,NY,FORD,0129P,K,GL
71,70,NY,NS/OT,1235P,K,BLACK
71,70,NY,HONDA,1230P,K,BK
71,70,NY,TOYOT,1227P,K,BK
70,70,NY,INFIN,1224P,K,BL
71,63,NY,LEXUS,0504P,K,BK
71,63,NY,TOYOT,0455P,K,GY
71,63,NY,LINCO,0412P,K,BLACK
71,63,NY,CHRYS,0410P,K,GY
71,63,NY,DODGE,0352P,K,BL
71,63,NY,HUMME,0339P,K,BK
70,63,NY,HUMME,0339P,K,BK
71,63,NY,CHEVR,0313P,K,BL
71,63,NY,LEXUS,0156P,K,BK
71,63,NY,FORD,0153P,K,WH
71,63,NY,TOYOT,0149P,K,WH
71,63,NY,NISSA,0144P,K,WH
71,63,NY,TOYOT,0137P,K,TN
71,63,NY,AUDI,0136P,K,BK
71,63,NY,TOYOT,0130P,K,TN
71,63,NY,TOYOT,0125P,K,BK
71,63,NY,HYUND,0111P,K,BK
70,63,NY,HYUND,0110P,K,BK
71,63,NY,TOYOT,1257P,K,GY
71,63,NY,CHEVR,1255P,K,WHITE
71,63,NY,ME/BE,1250P,K,WH
71,63,NY,LEXUS,1237P,K,WH
71,63,NY,LEXUS,1234P,K,BK
71,63,NY,HONDA,1230P,K,GY
71,63,NY,INFIN,1227P,K,GY
71,63,NY,FORD,1223P,K,RD
71,63,NY,NISSA,1221P,K,WH
71,63,NY,NISSA,1218P,K,GY
70,63,NY,LEXUS,1215P,K,GY
71,63,NY,ACURA,1205P,K,GY
71,63,NY,HYUND,1156A,K,RD
71,63,NY,CHEVR,1154A,K,BK
71,63,NY,HONDA,1149A,K,BL
71,63,NY,BMW,1142A,K,GY
71,63,NY,TOYOT,1122A,K,WH
71,63,NY,FORD,1114A,K,BK
40,63,AL,BUICK,1054A,K,BLUE
71,63,NY,BMW,1051A,K,GL
74,63,NY,BMW,1051A,K,GL
71,70,NY,TOYOT,1220P,K,BK
71,70,NY,JEEP,1143A,K,BK
71,70,NY,NISSA,1134A,K,BK
71,70,NY,FORD,1115A,K,BL
71,70,NY,VOLKS,1107A,K,WH
70,70,NY,HONDA,1105A,K,BK
71,61,NY,TOYOT,0338P,K,GY
70,61,NY,TOYOT,0257P,K,GR
14,60,NJ,HONDA,0127P,K,BLACK
14,60,NJ,ACURA,0125P,K,WHITE
71,60,NY,FORD,0112P,K,GR
71,66,NY,CHEVR,1252P,K,GY
20,66,NY,HYUND,1248P,K,RED
71,66,NY,NISSA,1228P,K,WH
71,66,NY,JAGUA,1151A,K,GY
71,66,NY,TOYOT,1122A,K,BL
71,66,NY,HONDA,0219P,K,GREY
71,66,NY,TOYOT,0214P,K,WH
71,66,NY,TOYOT,0209P,K,BK
20,66,NY,INFIN,0204P,K,BK
20,66,NY,HONDA,0122P,K,BK
40,66,NY,NISSA,1225P,K,GY
71,90,NY,TOYOT,0443P,K,YW
70,90,NY,VOLKS,0316P,K,BK
71,90,NY,TOYOT,0312P,K,BR
19,90,NC,KIA,1246P,K,BLACK
70,94,NY,ME/BE,1205P,K,WH
20,94,NJ,TOYOT,1148A,K,SILVE
70,52,NY,CHEVR,0512P,BX,BK
71,52,NY,HONDA,0404P,BX,BK
70,52,NY,TOYOT,0401P,BX,BK
70,52,NY,TOYOT,0355P,BX,BK
71,48,NY,CHRYS,1214P,BX,WH
71,48,NY,TOYOT,1203P,BX,WH
71,48,NY,TOYOT,1157A,BX,GY
70,48,NY,TOYOT,1131A,BX,GY
40,43,NJ,FORD,0136P,BX,OTHER
71,43,NY,TOYOT,1130A,BX,BK
71,43,NY,CADIL,1125A,BX,BL
71,14,NY,TOYOT,0301P,NY,GY
20,14,GA,TOYOT,0252P,NY,RED
20,14,CT,MITSU,0233P,NY,BLACK
71,14,NY,SUBAR,1236P,NY,BLACK
19,14,NY,TOYOT,0036A,NY,YW
19,14,NY,TOYOT,0035A,NY,BK
24,14,NJ,MITSU,0422P,NY,BLACK
20,14,CT,FORD,0347P,NY,WHITE
20,14,NY,PORSC,0344P,NY,BL
20,14,VA,HONDA,0150P,NY,GREY
20,14,NY,JEEP,0144P,NY,BK
14,18,MD,NS/OT,0131P,NY,BLACK
9,10,NY,TOYOT,1255P,NY,YELLO
20,10,VA,DODGE,1129A,NY,BLACK
20,10,MO,BMW,1125A,NY,BLACK
24,10,NJ,JEEP,1108A,NY,WHITE
24,10,NJ,BMW,1104A,NY,BLACK
16,10,MA,JEEP,1058A,NY,GREY
19,10,NY,HONDA,0037A,NY,BL
14,18,ME,CHECK,0247P,NY,OTHER
40,18,KY,NISSA,0234P,NY,GREY
14,18,NY,TOYOT,0217P,NY,YW
14,18,NJ,NISSA,0205P,NY,WHITE
14,18,MA,VANHO,0133P,NY,WHITE
19,18,NC,HYUND,1234P,NY,WHITE
40,10,MT,TESLA,0419P,NY,WHITE
71,13,NY,ME/BE,0350P,NY,BK
19,13,NY,FORD,0341P,NY,WH
71,10,NY,ME/BE,0152P,NY,WH
70,13,NY,TOYOT,1148A,NY,GY
45,14,IL,PREVO,0104A,NY,GREY
7,0,NY,ACURA,1153P,BX,GY
7,0,NY,TOYOT,1146P,BK,BK
7,0,NY,TOYOT,1142P,BX,BK
7,0,NJ,NISSA,1139P,BK,WT
7,0,NY,TOYOT,1134P,BX,WH
7,0,NY,TOYOT,1133P,MN,BL
7,0,NY,TOYOT,1131P,BX,BK
7,0,NY,GMC,1127P,QN,BL
7,0,NJ,NISSA,1121P,BK,BL
7,0,NY,NISSA,1120P,BK,GY
7,0,NY,HONDA,1118P,QN,GY
7,0,NC,TOYOT,1118P,BK,
7,0,NY,TOYOT,1116P,QN,BK
7,0,MA,BMW,1115P,BX,
7,0,NY,MAZDA,1101P,MN,BK
7,0,NY,LINCO,1057P,BK,BK
7,0,NY,TOYOT,1048P,BK,GY
7,0,NY,FORD,1048P,QN,BL
7,0,NJ,HONDA,1042P,QN,GY
7,0,NY,VOLKS,1040P,BK,BK
7,0,NY,TOYOT,1039P,BK,GY
7,0,NY,BMW,1032P,BK,GY
7,0,MD,TOYOT,1030P,BK,
7,0,FL,HONDA,1024P,QN,GRY
7,0,NY,TOYOT,1023P,BK,YW
7,0,NY,INFIN,1020P,BK,BK
7,0,NJ,HONDA,1017P,BK,SL
7,0,NC,NISSA,1015P,BK,
7,0,NY,TOYOT,1015P,BK,BK
7,0,NY,ME/BE,1012P,QN,WH
7,0,NY,ACURA,1011P,QN,BL
7,0,NJ,NISSA,1007P,BK,GY
7,0,NY,TOYOT,0949P,QN,YW
7,0,CT,FORD,0947P,BK,GRY
7,0,NJ,VOLKS,0944P,BK,BK.
7,0,NY,LINCO,0937P,BK,RD
7,0,NY,TOYOT,0936P,MN,YW
7,0,NY,FORD,0931P,BX,WH
7,0,NJ,DODGE,0927P,ST,RED
7,0,VA,FORD,0923P,BK,WHI
7,0,NY,CHRYS,0921P,QN,BK
7,0,NY,LEXUS,0920P,QN,BL
7,0,NY,TOYOT,0917P,BK,TN
7,0,NY,TOYOT,0916P,MN,BK
7,0,NY,TOYOT,0915P,BK,BK
7,0,NY,BMW,0914P,BK,WH
71,24,NY,HONDA,1146A,NY,GY
71,24,NY,TOYOT,1138A,NY,BK
40,24,NY,HONDA,1130A,NY,BK
71,24,NY,INFIN,1121A,NY,GY
71,24,NY,HYUND,1113A,NY,RD
71,24,NY,TOYOT,1105A,NY,WH
14,1,FL,DODGE,0330P,NY,SILVE
71,1,NY,BMW,0205P,NY,BL
71,6,NY,HYUND,0127P,NY,GY
70,6,NY,MINI,0117P,NY,GY
17,1,NY,FORD,0100P,NY,GR
71,1,NY,MAZDA,1140A,NY,GY
71,1,NY,CHEVR,1131A,NY,WH
46,1,NY,FORD,1117A,NY,WH
70,1,NY,CADIL,1054A,NY,BR
70,1,NY,TOYOT,1042A,NY,GY
14,1,NY,NISSA,0253P,NY,RD
17,1,FL,CHRYS,0117P,NY,BLACK
14,1,MA,CHRYS,1044A,NY,WHITE
17,1,MI,DODGE,1040A,NY,WHITE
40,1,NJ,FORD,1037A,NY,BLUE
71,19,NY,VOLKS,0405P,NY,BK
70,19,NY,ROVER,0338P,NY,BK
71,19,NY,LINCO,0209P,NY,BK
71,19,NY,NISSA,0135P,NY,BL
71,19,NY,TOYOT,1118A,NY,RD
71,23,NY,NISSA,0420P,NY,GR
71,25,NY,LINCO,0355P,NY,BK
71,25,NY,LINCO,0352P,NY,RD
71,25,NY,TOYOT,0337P,NY,BK
20,25,NJ,CHEVR,0255P,NY,BLACK
20,25,CT,TOYOT,0144P,NY,WHITE
71,25,NY,TOYOT,0134P,NY,BK
7,0,NJ,TOYOT,0147P,BK,WH
7,0,NY,NISSA,0146P,QN,GY
7,0,NY,TOYOT,0143P,MN,GY
7,0,NY,CHRYS,0141P,QN,BK
7,0,NY,HONDA,0140P,MN,WH
7,0,NJ,AUDI,0137P,BK,BK
7,0,NY,AUDI,0135P,MN,BK
7,0,NY,HONDA,0135P,QN,TN
7,0,MD,BMW,0134P,MN,
7,0,NY,MAZDA,0133P,QN,RD
7,0,OH,TOYOT,0133P,MN,BLUE
7,0,NY,TOYOT,0133P,QN,GY
7,0,NY,HYUND,0133P,QN,BL
7,0,NJ,TOYOT,0133P,BK,BL
7,0,NY,ME/BE,0132P,QN,GY
7,0,NY,NISSA,0126P,QN,RD
7,0,NY,TOYOT,0124P,BK,BK
7,0,NY,TOYOT,0124P,ST,WH
7,0,NY,TOYOT,0123P,MN,YW
7,0,NY,FORD,0120P,BK,WH
7,0,NY,HONDA,0119P,BX,BK
7,0,NY,FORD,0118P,BX,WH
7,0,NY,TOYOT,0118P,BK,BK
7,0,MA,TOYOT,0116P,QN,
7,0,NY,HONDA,0115P,BK,GY
7,0,NY,LEXUS,0114P,QN,GY
7,0,NY,HYUND,0113P,BK,GY
7,0,MA,KIA,0108P,QN,
7,0,NJ,LEXUS,0106P,BK,BK
7,0,NY,SUBAR,0106P,QN,BL
7,0,FL,NISSA,0102P,BK,GRY
7,0,NY,CHRYS,0826A,BK,WH
7,0,NY,CHEVR,0822A,QN,GY
7,0,NY,HYUND,0821A,BK,GY
7,0,NY,TOYOT,0813A,BK,GY
7,0,FL,CHEVR,0812A,QN,GRY
7,0,NY,HONDA,0810A,BK,BK
7,0,NY,TOYOT,0808A,QN,GY
7,0,NY,TOYOT,0804A,BK,BK
7,0,NY,SUBAR,0802A,BK,WH
7,0,NY,BMW,0802A,QN,BK
7,0,NY,TOYOT,0801A,BK,GY
7,0,NY,NISSA,0801A,ST,BK
7,0,NY,NISSA,0800A,QN,BK
7,0,NY,TOYOT,0759A,BK,BK
7,0,NY,NISSA,0757A,BX,BK
7,0,NY,NISSA,0748A,BX,BK
7,0,MO,DODGE,0748A,QN,
7,0,MA,DODGE,0743A,BK,
7,0,NY,TOYOT,0740A,MN,BK
7,0,NY,TOYOT,0736A,BK,BK
7,0,NY,TOYOT,0729A,QN,GR
7,0,NY,TOYOT,0729A,BK,BK
7,0,NY,HONDA,0726A,BK,GY
7,0,NY,TOYOT,0723A,QN,GY
7,0,NJ,HYUND,0721A,BK,GN
7,0,NY,HYUND,0720A,BK,BK
7,0,NY,INFIN,0718A,BX,BK
7,0,NY,ME/BE,0717A,BK,TN
7,0,NY,ME/BE,0705A,BK,BK
7,0,NY,HONDA,0704A,QN,RD
7,0,NY,HYUND,0701A,QN,BK
7,0,MN,GMC,0643A,QN,BLK
7,0,NY,DODGE,0636A,MN,WH
7,0,NY,TOYOT,0635A,BK,GY
7,0,NY,TOYOT,0634A,QN,BK
7,0,NY,TOYOT,0632A,BK,GY
7,0,NY,TOYOT,0630A,MN,GY
7,0,NY,FORD,0619A,QN,BK
7,0,NY,INFIN,0600A,QN,BK
7,0,NC,NISSA,0559A,BX,
7,0,NC,DODGE,0553A,BX,
7,0,NJ,NISSA,0551A,BX,BK
7,0,NY,CHRYS,0548A,BX,GL
7,0,NY,HYUND,0545A,BK,GY
7,0,NY,INFIN,0542A,QN,GY
7,0,NY,TOYOT,0539A,BK,BK
7,0,NY,TOYOT,0534A,QN,BK
7,0,NY,TOYOT,0531A,BK,YW
7,0,NY,ORION,0530A,MN,WHBL
7,0,NY,NISSA,0525A,BK,BK
7,0,FL,MAZDA,0523A,BK,BLK
7,0,NY,HONDA,0518A,BX,GY
7,0,NJ,HONDA,0513A,BK,BK
7,0,NY,HYUND,0506A,BX,GY
7,0,NC,HYUND,0506A,BK,
7,0,NY,TOYOT,0501A,BK,BK
7,0,DC,FORD,0500A,BK,
7,0,NJ,FRUEH,0454A,BK,WT
7,0,NY,TOYOT,0451A,BK,BK
7,0,NJ,HONDA,0449A,MN,BK
7,0,NJ,SUBAR,0444A,QN,GY
7,0,MD,CHEVR,0441A,BK,
7,0,FL,KIA,0440A,BX,GRY
7,0,NY,DODGE,0439A,ST,WH
7,0,NY,TOYOT,0437A,BK,GY
7,0,NY,FORD,0437A,,BL
7,0,NY,VOLKS,0429A,QN,BK
7,0,MA,LEXUS,0420A,BK,
7,0,NY,INFIN,0417A,QN,GY
7,0,NY,TOYOT,0415A,QN,GY
7,0,NY,SUBAR,0409A,QN,WHGY
7,0,NJ,CHRYS,0409A,BX,BK
7,0,NC,FORD,0408A,QN,
7,0,NY,TOYOT,0408A,BK,GY
7,0,NY,TOYOT,0407A,BK,BK
7,0,NY,TOYOT,0401A,BK,BK
7,0,NY,TOYOT,0400A,BX,BK
7,0,NY,TOYOT,0354A,MN,BK
7,0,NY,TOYOT,0354A,BX,GY
7,0,CT,TOYOT,0353A,BK,GRY
7,0,NY,NISSA,0350A,MN,YW
7,0,NJ,DODGE,0349A,MN,GY
7,0,WA,NISSA,0347A,QN,
7,0,NY,TOYOT,0346A,BX,BK
7,0,NY,TOYOT,0344A,QN,BK
7,0,MA,NISSA,0339A,BK,
7,0,NJ,FORD,0338A,BK,WT
7,0,NY,HONDA,0335A,BK,GY
7,0,NJ,MAZDA,0334A,BK,BK
71,60,NY,LEXUS,0110P,K,GL
70,60,NY,TOYOT,0104P,K,BK
71,60,NY,HYUND,1249P,K,WH
40,60,NJ,MAZDA,1235P,K,SILVE
71,60,NY,TOYOT,1226P,K,GY
71,60,NY,LEXUS,1222P,K,GY
71,60,NY,GMC,1218P,K,GR
14,60,MO,DODGE,1211P,K,OTHER
19,60,NJ,TOYOT,1202P,K,SILVE
16,84,NJ,NISSA,0436P,K,GREY
14,84,FL,FORD,0428P,K,GREY
24,84,NY,TOYOT,0323P,K,GY
14,84,MA,HONDA,0207P,K,WHITE
16,84,NY,TOYOT,0204P,K,GR
14,84,AL,KIA,0200P,K,GREY
19,84,NC,HONDA,0155P,K,GREY
71,66,NY,HONDA,0307P,K,BL
71,66,NY,TOYOT,0212P,K,GY
70,66,NY,SUBAR,0133P,K,BK
71,66,NY,TOYOT,0113P,K,BLACK
71,66,NY,NISSA,1258P,K,GY
40,66,NJ,TOYOT,1254P,K,GREY
40,66,NY,TOYOT,1241P,K,GY
71,66,NY,HONDA,1158A,K,BK
40,66,NY,HONDA,1147A,K,BK
71,66,NY,TOYOT,1146A,K,GY
71,66,NY,FORD,1133A,K,GR
70,66,NY,CHRYS,0536P,K,GREY
71,66,NY,NISSA,0355P,K,RD
71,66,NY,INFIN,0333P,K,BK
71,66,NY,TOYOT,0107P,K,BK
7,0,NY,BMW,0434P,ST,BK
7,0,NY,NISSA,0433P,QN,GY
7,0,TN,BMW,0432P,BX,GRY
7,0,NY,TOYOT,0429P,QN,YW
7,0,CT,TOYOT,0429P,BK,GRY
7,0,NJ,FORD,0428P,BK,BL
7,0,NY,LEXUS,0427P,QN,RD
7,0,NY,VOLVO,0425P,BX,GY
7,0,NY,HONDA,0421P,BK,WH
7,0,NY,HONDA,0421P,BK,TN
7,0,NY,VOLKS,0420P,BK,GY
7,0,NY,NISSA,0418P,BK,GY
7,0,NY,HONDA,0418P,BK,GY
7,0,NY,HONDA,0416P,QN,GY
7,0,NY,CHEVR,0412P,QN,GY
7,0,NY,TOYOT,0409P,QN,BK
7,0,NY,JEEP,0409P,MN,GY
7,0,NY,NISSA,0408P,BX,BK
7,0,NJ,HYUND,0407P,BX,BLACK
7,0,MD,SUZUK,0407P,ST,
7,0,NY,TOYOT,0405P,BK,YW
7,0,CT,LEXUS,0405P,BK,WHI
7,0,NY,LINCO,0324A,BK,BK
7,0,NY,NISSA,0324A,MN,YW
7,0,NY,TOYOT,0316A,BK,BK
7,0,NY,TOYOT,0315A,BK,GY
7,0,NY,TOYOT,0313A,BK,YW
7,0,NY,TOYOT,0313A,BK,BK
7,0,NY,TOYOT,0312A,BK,BK
7,0,NY,TOYOT,0307A,BK,BK
7,0,NY,SUBAR,0304A,QN,RD
7,0,NY,TOYOT,0304A,BK,BK
7,0,NY,LINCO,0259A,QN,DKRD
7,0,NY,TOYOT,0258A,BX,BK
7,0,NY,NISSA,0257A,BK,GY
7,0,NY,TOYOT,0256A,BK,GY
7,0,CT,LEXUS,0251A,BK,WHI
7,0,CT,HONDA,0243A,QN,GRY
7,0,NY,TOYOT,0243A,QN,BK
7,0,NY,TOYOT,0243A,BK,BK
7,0,NY,FORD,0241A,QN,BK
7,0,NY,CHEVR,0239A,QN,BK
7,0,NY,TOYOT,0234A,BX,WH
7,0,NJ,NISSA,0228A,MN,RD
7,0,NY,GMC,0226A,ST,WH
7,0,NY,MAZDA,0225A,BK,WH
7,0,NY,FORD,0224A,BX,BK
7,0,NY,TOYOT,0224A,BK,BK
7,0,NY,NISSA,0218A,MN,WH
7,0,NY,BMW,0215A,MN,GY
7,0,NY,HONDA,0211A,QN,BL
7,0,NY,TOYOT,0158A,BK,GY
7,0,NY,TOYOT,0156A,BK,BK
46,102,CT,NISSA,0425A,Q,BK
98,102,NY,FORD,0538P,Q,GY
14,102,NY,VOLKS,0228A,Q,WHT
19,102,99,KIA,0017A,Q,GY
98,102,NY,LEXUS,0355P,NY,GY
66,62,NY,C/C,0123A,K,WHITE
66,62,NY,C/C,0100A,K,WHITE
46,114,NJ,NISSA,1108P,Q,GY
17,111,NY,CHEVR,1030P,,RED
78,26,AZ,GMC,0353A,NY,WH
9,30,NY,TOYOT,0645P,NY,GY
50,48,NC,LINCO,0521P,,
20,121,NY,HONDA,1237P,R,BLACK
70,121,99,TOYOT,0840A,R,WHITE
9,121,NY,DODGE,0312A,R,GRY
14,68,NY,HONDA,0157P,K,BLUE
