Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Violation Time,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Law Section,Sub Division,Vehicle Color,Vehicle Year
8602011350,T685606C,NY,OMT,01/01/2018,71,4DSD,TOYOT,20180731,102,102,102,363462,T402,0308P,Q,O,85-10,87th St,408,j6,BK,2015
8602011325,FRN4398,NY,PAS,01/01/2018,71,SUBN,TOYOT,20190830,102,102,102,363462,T402,0255P,Q,O,86-02,86th Rd,408,j6,WH,2008
8601114507,23962JA,NY,COM,01/01/2018,46,VAN,FORD,20190430,24,24,24,350439,T103,1156A,NY,O,677,West End Ave,408,F1,WHITE,2009
8601114490,FRR4580,NY,PAS,01/01/2018,40,4DSD,AUDI,20191113,24,24,24,350439,T103,1153A,NY,F,711,West End Ave,408,e2,BK,2011
8601114489,C39GZP,NJ,PAS,01/01/2018,46,4DSD,MAZDA,88880088,24,24,24,350439,T103,1149A,NY,F,720,West End Ave,408,f1,GREY,0
8600168478,FMS6890,NY,PAS,01/01/2018,14,4DSD,VOLKS,20191002,18,18,18,359619,T106,0220P,NY,F,123,E 54th St,408,c,GY,2010
8600168454,T718869C,NY,OMT,01/01/2018,64,SUBN,CHEVR,20181031,18,18,18,359619,T106,0116P,NY,F,32-34,E 58th St,408,C8,BK,2015
8600168442,EDMB40,FL,PAS,01/01/2018,40,SUBN,INFIN,20180788,18,18,18,359619,T106,0105P,NY,I,W,Park Ave,408,e2,GREY,0
8596618272,T693292C,NY,OMT,01/01/2018,70,SUBN,TOYOT,20171130,112,112,112,366565,T402,0625P,Q,F,112-16,Queens Blvd,408,j3,GY,2014
8596618223,T730634C,NY,OMT,01/01/2018,71,4DSD,TOYOT,20180131,112,112,112,366565,T402,0201P,Q,F,97-09,Queens Blvd,408,j6,WH,2015
8596618211,163ZY5,MA,PAS,01/01/2018,40,4DSD,AUDI,20180588,112,112,112,366565,T402,0157P,Q,F,97-41,Queens Blvd,408,e2,BLACK,0
8596618200,GTM4766,NY,PAS,01/01/2018,71,SUBN,VOLVO,20181031,112,112,112,366565,T402,0130P,Q,F,97-50,Queens Blvd,408,j6,GY,2015
8596618193,T748167C,NY,OMT,01/01/2018,71,SUBN,TOYOT,20180630,112,112,112,366565,T402,0120P,Q,F,63-84,Saunders St,408,j6,GY,2017
8596618181,DPE2798,NY,PAS,01/01/2018,71,SUBN,CHEVR,20180430,112,112,112,366565,T402,1146A,Q,F,96-09,66th Ave,408,j6,BLACK,2012
8598026918,9BZ0153,MD,PAS,01/01/2018,14,SUBN,CADIL,20180088,1,1,1,358600,T105,0402P,NY,F,33,Park Pl,408,c,BLACK,0
8598026888,2CE6211,MD,PAS,01/01/2018,14,SUBN,AUDI,20180088,1,1,1,358600,T105,0100P,NY,F,81,Barclay St,408,c,BLACK,0
8598026876,FMH2307,QB,PAS,01/01/2018,61,4DSD,KIA,20180088,1,1,1,358600,T105,1208P,NY,F,255,Greenwich St,408,m1,WHITE,0
8598026864,5CY8833,MD,PAS,01/01/2018,14,SUBN,JEEP,20180088,1,1,1,358600,T105,1203P,NY,O,245,Greenwich St,408,c,BLACK,0
8598026839,FWV2297,PA,PAS,01/01/2018,14,4DSD,HYUND,20180088,1,1,1,358600,T105,1048A,NY,O,245,Greenwich St,408,c,GOLD,0
8598968900,FXP2457,NY,PAS,01/01/2018,14,4DSD,MAZDA,20180803,5,5,5,362224,T105,0110P,NY,I,S,John St,408,c,WH,2012
8598968882,Y29JDA,NJ,PAS,01/01/2018,14,SUBN,JEEP,88880088,5,5,5,362224,T105,1123A,NY,I,W,Pearl St,408,c,WHITE,0
8598968845,X64JCN,NJ,PAS,01/01/2018,14,4DSD,DODGE,88880088,5,5,5,362224,T105,1040A,NY,I,W,Pearl St,408,c,BLACK,0
8598968810,445YMB,CT,PAS,01/01/2018,17,4DSD,TOYOT,20180088,5,5,5,362224,T105,1031A,NY,F,83,Maiden Ln,408,c4,BLACK,0
8598968808,EHN8499,NY,PAS,01/01/2018,17,SUBN,SUBAR,20180415,5,5,5,362224,T105,1029A,NY,F,83,Maiden Ln,408,c4,GY,2017
8596167559,ETC5575,NY,PAS,01/01/2018,71,4DSD,HONDA,20190714,112,112,112,366538,T402,0515P,Q,I,W,73rd Rd,408,j6,GY,1995
8596167547,FWE8975,NY,PAS,01/01/2018,70,SUBN,JEEP,20171213,112,112,112,366538,T402,0507P,Q,I,S,Lineaus Pl,408,j3,WH,2011
8596167493,T752061C,NY,OMT,01/01/2018,71,SUBN,MITSU,20180731,112,112,112,366538,T402,0136P,Q,I,N,Saunders St,408,j6,BK,2017
8596167470,EEZ6227,NY,PAS,01/01/2018,71,SUBN,HONDA,20180303,112,112,112,366538,T402,0110P,Q,F,94-03,63rd Dr,408,j6,BK,2008
8595218663,FYX6361,NY,PAS,01/01/2018,71,4DSD,TOYOT,20180805,107,107,107,366466,T402,0533P,Q,F,148-42,87th Ave,408,j6,GY,1997
8595218651,EHC3282,NY,PAS,01/01/2018,20,SUBN,HYUND,20180406,103,103,103,366466,T402,0515P,Q,F,88-25,153rd St,408,d,RD,2012
8595218640,22735415,NC,PAS,01/01/2018,14,SUBN,AUDI,20171288,103,103,103,366466,T402,0509P,Q,F,153-15,89th Ave,408,c,GREY,0
8595218638,EXC8744,NY,PAS,01/01/2018,71,SUBN,HONDA,20180221,106,106,106,366466,T402,0410P,Q,F,111-19,Lefferts Blvd,408,j6,BK,2010
8595218511,T748338C,NY,OMT,01/01/2018,71,SUBN,TOYOT,20180731,102,102,102,366466,T402,0120P,Q,F,93-17,85th Rd,408,j6,BK,2017
8595218500,FPB1987,NY,PAS,01/01/2018,14,SUBN,DODGE,20190622,102,102,102,366466,T402,0118P,Q,O,93-15,85th Rd,408,c,TN,2007
8595218493,EAH7003,NY,PAS,01/01/2018,71,4DSD,DODGE,20190712,102,102,102,366466,T402,0112P,Q,I,N,85th Rd,408,j6,GY,2007
8595218481,T737746C,NY,OMT,01/01/2018,71,4DSD,NISSA,20180531,102,102,102,366466,T402,0109P,Q,O,90-10,85th Rd,408,j6,BK,2016
8595218470,EFF3739,NY,PAS,01/01/2018,71,SUBN,HONDA,20180619,102,102,102,366466,T402,0106P,Q,F,85-31,90th St,408,j6,BK,2010
8595218444,EED9295,NY,PAS,01/01/2018,71,4DSD,TOYOT,20180412,102,102,102,366466,T402,1203P,Q,O,107-09,Jamaica Ave,408,j6,WH,2008
8595218407,FDF8953,NY,PAS,01/01/2018,71,SUBN,HONDA,20181125,102,102,102,366466,T402,1139A,Q,F,87-19,112th St,408,j6,GY,2002
8595218353,CTR8244,NY,PAS,01/01/2018,71,SUBN,NISSA,20180204,102,102,102,366466,T402,1117A,Q,O,87-76,114th St,408,j6,RD,2015
8597271826,FSM4172,NY,PAS,01/01/2018,70,SUBN,AUDI,20171229,19,19,19,363978,T103,0357P,NY,F,31,E 79th St,408,j3,GY,2007
8597271796,773NT1,MA,PAS,01/01/2018,40,STAK,HONDA,88880088,19,19,19,363978,T103,0135P,NY,F,335,E 65th St,408,e2,GREY,0
8597271784,AKZ5752,NY,PAS,01/01/2018,40,4DSD,HONDA,20190304,19,19,19,363978,T103,0133P,NY,F,335,E 65th St,408,e2,GR,1999
8597271772,25076MG,NY,COM,01/01/2018,71,SUBN,HYUND,20181211,19,19,19,363978,T103,1153A,NY,F,424,E 83rd St,408,j6,WHITE,2015
8597271747,99465ME,NY,COM,01/01/2018,20,PICK,HONDA,20181130,19,19,19,363978,T103,1133A,NY,O,332,E 84th St,408,d,LTG,2017
8597271711,CSA1939,NY,PAS,01/01/2018,70,4DSD,ACURA,20171225,19,19,19,363978,T103,1120A,NY,F,429,E 84th St,408,j3,GL,2002
8597271700,660DDB,NY,SPO,01/01/2018,70,SUBN,ACURA,20171227,19,19,19,363978,T103,1115A,NY,F,514,E 84th St,408,j3,BK,2017
8597271670,75279,NY,MED,01/01/2018,50,SUBN,ME/BE,20180921,19,19,19,363978,T103,1106A,NY,I,W,East End Ave,408,e5,BK,2013
8597271620,62952JV,NY,COM,01/01/2018,71,PICK,DODGE,20181130,19,19,19,363978,T103,1044A,NY,F,1645,2nd Ave,408,j6,WH,2014
8599115560,T47HBP,NJ,PAS,01/01/2018,40,SUBN,NISSA,88880088,1,1,1,362606,T105,0407P,NY,F,140,William St,408,e2,BLACK,0
8599115534,FHR4125,NY,PAS,01/01/2018,71,SUBN,DODGE,20181225,1,1,1,362606,T105,0200P,NY,O,130,Fulton St,408,j6,GY,2006
8599115492,VUR7201,VA,PAS,01/01/2018,40,SUBN,HYUND,20180388,1,1,1,362606,T105,1214P,NY,F,60-62,Beaver St,408,e2,WHITE,0
8599115467,FXG1619,NY,PAS,01/01/2018,71,SUBN,JEEP,20180318,1,1,1,362606,T105,1026A,NY,I,E,William St,408,j6,GY,2014
8591678424,EEE3443,NY,PAS,01/01/2018,70,SUBN,HONDA,20171226,1,1,1,357086,T105,0134P,NY,F,100,John St,408,j3,GY,2013
8591678412,Y47GKK,FL,PAS,01/01/2018,40,4DSD,CADIL,20191188,5,5,5,357086,T105,1246P,NY,F,119,Walker St,408,e2,WHITE,0
8591678400,3GV362,MA,PAS,01/01/2018,14,4DSD,NISSA,20180288,5,5,5,357086,T105,1238P,NY,F,66,Mott St,408,c,BLACK,0
8591678394,ALG9006,NY,PAS,01/01/2018,14,SUBN,HONDA,20190606,5,5,5,357086,T105,1203P,NY,F,26,Mott St,408,c,GR,2006
8591678382,BTV9953,NY,PAS,01/01/2018,71,4DSD,VOLKS,20180716,5,5,5,357086,T105,1157A,NY,F,80,Mulberry St,408,j6,WH,2010
8592086395,ENS8721,NY,PAS,01/01/2018,71,SUBN,VOLVO,20190529,19,19,19,356314,T103,0432P,NY,I,W,3rd Ave,408,j6,BL,2016
8592086383,ERD6609,NY,PAS,01/01/2018,20,4DSD,NISSA,20180116,19,19,19,356314,T103,0336P,NY,O,1505,3rd Ave,408,d,GY,2008
8592086371,5MCN20,MA,PAS,01/01/2018,20,4DSD,LEXUS,20191088,19,19,19,356314,T103,0226P,NY,O,1505,3rd Ave,408,d,SILVE,0
8592086358,CJY6237,NY,PAS,01/01/2018,40,SUBN,BMW,20190331,19,19,19,356314,T103,0220P,NY,I,N,E 85th St,408,e2,WH,2016
8592086346,AHD4256,NY,PAS,01/01/2018,71,4DSD,TOYOT,20190802,19,19,19,356314,T103,0218P,NY,F,101,E 85th St,408,j6,RD,2002
8592086334,DXR6818,NY,PAS,01/01/2018,71,SUBN,HONDA,20190408,19,19,19,356314,T103,0217P,NY,F,101,E 85th St,408,j6,GY,2007
8592086309,FWD6851,NY,PAS,01/01/2018,70,4DSD,AUDI,20171226,19,19,19,356314,T103,0200P,NY,O,1080,Madison Ave,408,j3,GY,2009
8592086292,AHG2271,NY,PAS,01/01/2018,40,SUBN,HYUND,20190812,19,19,19,356314,T103,0153P,NY,F,1016,Madison Ave,408,e2,BL,2011
8592086267,FPT7456,NY,PAS,01/01/2018,70,4DSD,HONDA,20171212,19,19,19,356314,T103,1245P,NY,O,227,E 66th St,408,j3,GY,2011
8592086255,DDR9511,NY,PAS,01/01/2018,71,SUBN,CHEVR,20190307,19,19,19,356314,T103,1141A,NY,O,407,E 70th St,408,j6,GY,2002
8592086243,CYN4061,NY,PAS,01/01/2018,71,SUBN,HONDA,20180829,19,19,19,356314,T103,1140A,NY,F,407,E 70th St,408,j6,BR,2015
8592086231,FVQ4375,OH,PAS,01/01/2018,40,4DSD,VOLKS,20180688,19,19,19,356314,T103,1130A,NY,F,1370,York Ave,408,e2,WHITE,0
8592086220,DELTA07,NY,SRF,01/01/2018,71,SUBN,CHEVR,20180714,19,19,19,356314,T103,1125A,NY,O,401,E 73rd St,408,j6,BK,2005
8592086188,FJM5237,NY,PAS,01/01/2018,71,4DSD,BMW,20190324,19,19,19,356314,T103,1114A,NY,F,250,E 73rd St,408,j6,BL,2014
8592676370,T716009C,NY,OMT,01/01/2018,40,SUBN,TOYOT,20180531,46,46,46,361387,T201,0442P,BX,I,E,Grand Concourse,408,e2,BK,2011
8592676368,FGE9076,NY,PAS,01/01/2018,40,4DSD,NISSA,20190202,52,52,52,361387,T201,0344P,BX,F,301,E Kingsbridge Rd,408,e2,GY,2014
8592676344,T663537C,NY,OMT,01/01/2018,70,4DSD,TOYOT,20171231,46,46,46,361387,T201,0151P,BX,F,2433,Valentine Ave,408,j3,BK,2015
8592676332,T675202C,NY,OMT,01/01/2018,71,4DSD,TOYOT,20180331,46,46,46,361387,T201,0143P,BX,F,2391,Grand Concourse,408,j6,BK,2015
8592676307,T719813C,NY,OMT,01/01/2018,40,4DSD,TOYOT,20181031,46,46,46,361387,T201,0119P,BX,I,S,E 180th St,408,e2,WH,2016
8592676290,T736352C,NY,OMT,01/01/2018,70,SUBN,GMC,20171231,46,46,46,361387,T201,1252P,BX,F,3,E Burnside Ave,408,j3,BK,2014
8592676289,T738593C,NY,OMT,01/01/2018,40,4DSD,HONDA,20180430,46,46,46,361387,T201,1241P,BX,F,2065,Jerome Ave,408,e2,GY,2015
8592676253,T601253C,NY,OMT,01/01/2018,71,4DSD,HONDA,20180731,46,46,46,361387,T201,1217P,BX,I,N,W 179th St,408,j6,WH,2016
8592676228,B45HUT,NJ,PAS,01/01/2018,40,4DSD,LEXUS,88880088,46,46,46,361387,T201,1150A,BX,F,1925,Harrison Ave,408,e2,BLACK,0
8592676204,ASW8486,NY,PAS,01/01/2018,71,4DSD,BUICK,20191212,46,46,46,361387,T201,1136A,BX,F,1915,Harrison Ave,408,j6,GY,1990
8592676198,4G22J,NY,OMT,01/01/2018,40,TAXI,TOYOT,20180228,46,46,46,361387,T201,1122A,BX,F,1997,Davidson Ave,408,e2,YW,2014
8590598871,XE3845,NY,COM,01/01/2018,71,VAN,FORD,20180630,94,94,94,355161,T301,0525P,K,I,S,Dupont St,408,j6,WH,2016
8590598834,FWF8499,NY,PAS,01/01/2018,71,4DSD,ME/BE,20180426,94,94,94,355161,T301,0224P,K,I,W,Monitor St,408,j6,WH,1996
8590598743,EPC7114,NY,PAS,01/01/2018,71,SUBN,JEEP,20190118,94,94,94,355161,T301,0109P,K,O,239,Norman Ave,408,j6,GR,2005
8590598718,FHZ2163,NY,PAS,01/01/2018,71,4DSD,TOYOT,20190425,94,94,94,355161,T301,1209P,K,F,888,Green St,408,j6,BL,2007
8590598688,FSZ1342,NY,PAS,01/01/2018,71,SUBN,GMC,20180217,94,94,94,355161,T301,1156A,K,F,168,N 14th St,408,j6,BK,1990
8590598652,EVJ5686,NY,PAS,01/01/2018,71,SUBN,JEEP,20171220,94,94,94,355161,T301,1147A,K,F,5,Roebling St,408,j6,BK,2017
8590598627,W56JLK,NJ,PAS,01/01/2018,40,PICK,DODGE,88880088,94,94,94,355161,T301,1116A,K,O,55,N 5th St,408,e2,BLACK,0
8590598615,DSR3349,MI,PAS,01/01/2018,40,SUBN,FORD,20181288,94,94,94,355161,T301,1113A,K,I,S,N 5th St,408,e2,WHITE,0
1425274845,HVK7967,NY,PAS,01/01/2018,16,,VOLKS,20190929,18,18,420,942078,420,0531P,NY,F,50,W 47 ST,408,K2,BLUE,2017
8635152268,1CG0365,MD,PAS,01/01/2018,74,4DSD,ME/BE,20180388,109,109,109,354002,T401,0349P,Q,F,135-25,40th Rd,408,j2,SILVE,0
8635152220,AL05116,CT,PAS,01/01/2018,40,4DSD,AUDI,20180088,109,109,109,354002,T401,0252P,Q,F,136-29,38th Ave,408,e2,BLACK,0
8635152219,BBK5898,NY,PAS,01/01/2018,70,SUBN,HONDA,20171222,109,109,109,354002,T401,0131P,Q,O,135-41,37th Ave,408,j3,BK,1999
8635152207,T729408C,NY,OMT,01/01/2018,71,4DSD,KIA,20180731,109,109,109,354002,T401,1246P,Q,O,133--38,Sanford Ave,408,j6,GY,2015
8635152165,FCV2691,NY,PAS,01/01/2018,71,SUBN,FORD,20181022,109,109,109,354002,T401,1129A,Q,O,135-11,40th Rd,408,j6,WH,2009
8635152153,EDK2748,NY,PAS,01/01/2018,70,SUBN,TOYOT,20171118,109,109,109,354002,T401,1122A,Q,I,,Flushing Lot #2,408,j3,GL,2002
8635152141,T725348C,NY,OMT,01/01/2018,70,4DSD,TOYOT,20171231,109,109,109,354002,T401,1119A,Q,I,,Flushing Lot #2,408,j3,GY,2013
8635152130,2101150,NY,DLR,01/01/2018,20,SUBN,ME/BE,20191231,109,109,109,354002,T401,1053A,Q,F,136-14,38th Ave,408,d,BLACK,0
8635152128,BWXC173,ON,PAS,01/01/2018,14,4DSD,CHEVR,20180288,109,109,109,354002,T401,1047A,Q,F,36-50,Main St,408,c,SILVE,0
8635152098,DLV9755,NY,PAS,01/01/2018,71,SUBN,TOYOT,20191117,109,109,109,354002,T401,1038A,Q,F,36-47,Main St,408,j6,WH,2005
8635152086,430XMU,CT,PAS,01/01/2018,19,4DSD,HONDA,20180088,109,109,109,354002,T401,1035A,Q,F,36-33,Main St,408,c3,GREEN,0
8635350741,CBE7223,NY,PAS,01/01/2018,71,SUBN,CHEVR,20181014,26,26,26,365825,T103,0407P,NY,F,138,W 116th St,408,j6,GY,2010
8635350716,EVG4362,NY,PAS,01/01/2018,71,SUBN,CHEVR,20181219,30,30,30,365825,T103,0249P,NY,O,1614,Amsterdam Ave,408,j6,BL,2006
8635350662,448YJ2,MA,PAS,01/01/2018,19,4DSD,FORD,20190288,33,33,33,365825,T103,1245P,NY,F,4009,Broadway,408,c3,BLACK,0
8635350650,T671073C,NY,OMT,01/01/2018,71,4DSD,HONDA,20180331,33,33,33,365825,T103,1224P,NY,F,2142,Amsterdam Ave,408,j6,GY,2013
8635350625,8CT2789,MD,PAS,01/01/2018,40,4DSD,NISSA,88880088,33,33,33,365825,T103,1157A,NY,F,944,St Nicholas Ave,408,e2,BLACK,0
8634205800,Z77FLV,NJ,PAS,01/01/2018,14,4DSD,NISSA,88880088,109,109,109,358124,T401,0437P,Q,I,N,Roosevelt Ave,408,c,RED,0
8634205769,FXE6611,NY,OMS,01/01/2018,20,4DSD,INFIN,20180930,109,109,109,358124,T401,0342P,Q,F,133-14,41st Ave,408,d,GY,2017
8634205708,FTZ3780,NY,PAS,01/01/2018,20,SUBN,TOYOT,20191223,109,109,109,358124,T401,0120P,Q,O,132-18,41st Ave,408,d,GY,2010
8634205691,HVH6436,NY,PAS,01/01/2018,20,2DSD,HONDA,20191115,109,109,109,358124,T401,0118P,Q,O,132-18,41st Ave,408,d,RD,2014
8634205678,DBH1061,NC,PAS,01/01/2018,20,SUBN,PORSC,20180488,109,109,109,358124,T401,0114P,Q,F,133-14,41st Ave,408,d,WHITE,0
8634006177,329MCD,NY,ORG,01/01/2018,74,SUBN,FORD,20180205,19,19,19,354164,T103,0259P,NY,I,N,E 95th St,408,j2,BK,2004
8634006165,VWS9027,VA,PAS,01/01/2018,40,4DSD,BMW,20180588,19,19,19,354164,T103,0145P,NY,F,1501,Lexington Ave,408,e2,BLACK,0
8634006141,FBA7578,NY,PAS,01/01/2018,40,SUBN,ACURA,20180606,19,19,19,354164,T103,0141P,NY,I,N,E 96th St,408,e2,GY,2010
8634006128,T750685C,NY,OMT,01/01/2018,40,4DSD,TOYOT,20181031,19,19,19,354164,T103,1206P,NY,O,148,E 98th St,408,e2,GY,2013
8634006116,EAS6031,NY,PAS,01/01/2018,71,4DSD,NISSA,20190712,19,19,19,354164,T103,1134A,NY,F,306,E 96th St,408,j6,GY,2007
8634006098,28662JM,NY,COM,01/01/2018,20,VAN,FORD,20190630,19,19,19,354164,T103,1108A,NY,F,403,E 91st St,408,d,BL,2003
8634006086,80595JX,NY,COM,01/01/2018,20,VAN,DODGE,20191031,19,19,19,354164,T103,1107A,NY,F,403,E 91st St,408,d,WH,2007
8634006050,T731056C,NY,OMT,01/01/2018,50,4DSD,TOYOT,20180430,19,19,19,354164,T103,1100A,NY,I,E,1st Ave,408,e5,BL,2016
8634006001,EWN5355,NY,PAS,01/01/2018,70,SUBN,GMC,20171228,23,23,23,354164,T103,1048A,NY,F,231,E 106th St,408,j3,WH,2017
8634005999,W53GSK,NJ,PAS,01/01/2018,19,4DSD,VOLVO,88880088,23,23,23,354164,T103,1046A,NY,F,211,E 106th St,408,c3,GREY,0
8634005987,T388408,MD,PAS,01/01/2018,19,4DSD,TOYOT,20180188,23,23,23,354164,T103,1043A,NY,F,211,E 106th St,408,c3,GREY,0
8634505479,385LYM,FL,PAS,01/01/2018,19,4DSD,MAZDA,20180688,6,6,6,362546,T105,0328P,NY,F,541,Broadway,408,c3,GREY,0
8634505467,DLE9721,NY,PAS,01/01/2018,71,4DSD,VOLKS,20180119,9,9,9,362546,T105,0311P,NY,I,S,Great Jones St,408,j6,GREY,2005
8634505455,88677,NY,MED,01/01/2018,71,2DSD,SMART,20180511,6,6,6,362546,T105,0258P,NY,F,60,E 9th St,408,j6,BK,2009
8634505443,LABIALB,NY,SRF,01/01/2018,71,SUBN,JEEP,20181201,6,6,6,362546,T105,0256P,NY,F,60,E 9th St,408,j6,GY,2014
8634505420,ATE3257,NY,PAS,01/01/2018,71,SUBN,SUBAR,20180527,6,6,6,362546,T105,0246P,NY,F,10,5th Ave,408,j6,RD,2015
8634505418,ACD3642,NY,PAS,01/01/2018,71,VAN,TOYOT,88880088,6,6,6,362546,T105,0241P,NY,F,49,W 8th St,408,j6,BLACK,0
8634505406,ACD3642,NY,PAS,01/01/2018,70,VAN,TOYOT,88880088,6,6,6,362546,T105,0238P,NY,F,49,W 8th St,408,j3,BLACK,0
8634505388,80396MB,NY,COM,01/01/2018,71,VAN,FORD,20190930,6,6,6,362546,T105,1225P,NY,F,272,Bleecker St,408,j6,GY,2011
8634505376,FPM3015,NY,PAS,01/01/2018,71,SUBN,ROVER,20190729,6,6,6,362546,T105,1222P,NY,F,15,Jones St,408,j6,BK,2014
8634505352,ALW7870,NY,PAS,01/01/2018,70,SUBN,VOLVO,20171101,6,6,6,362546,T105,1213P,NY,I,S,Christopher St,408,j3,BL,2013
8634505340,EEK2811,NY,PAS,01/01/2018,70,SUBN,ROVER,20171218,6,6,6,362546,T105,1205P,NY,O,102,Bedford St,408,j3,GY,2006
8634505339,DKG7561,NY,PAS,01/01/2018,71,SUBN,PORSC,20171020,6,6,6,362546,T105,1201P,NY,O,487,Hudson St,408,j6,BL,2015
8634505327,FJS1385,NY,PAS,01/01/2018,71,SUBN,JEEP,20190310,6,6,6,362546,T105,1155A,NY,O,83-89,Barrow St,408,j6,GREY,2017
8634505315,AK77564,IL,PAS,01/01/2018,20,SUBN,DODGE,20180588,6,6,6,362546,T105,1148A,NY,F,51,Morton St,408,d,BLACK,0
8630704664,3073816,PA,PAS,01/01/2018,23,4DSD,ACURA,20180188,115,115,115,355150,T401,0341P,Q,F,82-03,Roosevelt Ave,408,d2,GREY,0
8630704627,631697,NY,PAS,01/01/2018,20,SUBN,SATUR,20191210,115,115,115,355150,T401,0159P,Q,F,35-24,83rd St,408,d,BL,2008
8630704597,51303MH,NY,COM,01/01/2018,71,VAN,FORD,20171231,110,110,110,355150,T401,1249P,Q,F,40-12,83rd St,408,j6,WH,2009
8630704585,51303MH,NY,COM,01/01/2018,70,VAN,FORD,20171231,110,110,110,355150,T401,1248P,Q,F,40-12,83rd St,408,j3,WH,2009
8630704573,SKARLATA,NY,SRF,01/01/2018,14,4DSD,HONDA,20190118,110,110,110,355150,T401,1244P,Q,I,N,Ithaca St,408,c,BK,1999
8630704561,HPZ1109,NY,PAS,01/01/2018,40,SUBN,GMC,20190426,110,110,110,355150,T401,1232P,Q,I,N,41st Ave,408,e2,BK,2012
8630704524,Z52HRP,NJ,PAS,01/01/2018,24,PICK,FORD,88880088,110,110,110,355150,T401,1211P,Q,F,79-01,Broadway,408,d5,GREY,0
8633412196,CPE6385,NY,PAS,01/01/2018,71,SUBN,JEEP,20170727,20,20,20,365799,T103,0349P,NY,F,174,W 72nd St,408,j6,WH,2015
8633412184,CPE6385,NY,PAS,01/01/2018,70,SUBN,JEEP,20170727,20,20,20,365799,T103,0347P,NY,F,174,W 72nd St,408,j3,WH,2015
8633412123,EKA5817,NY,PAS,01/01/2018,71,4DSD,AUDI,20180629,20,20,20,365799,T103,1252P,NY,O,24,Riverside Dr,408,j6,BL,2012
8633412070,GUK4409,NY,PAS,01/01/2018,20,SUBN,CADIL,20181203,26,26,26,365799,T103,1209P,NY,I,W,Broadway,408,d,GY,2015
8633412068,W66,NY,SRF,01/01/2018,71,4DSD,AUDI,20190708,26,26,26,365799,T103,1140A,NY,F,520,W 123rd St,408,j6,WH,2017
8633412020,T600986C,NY,OMT,01/01/2018,71,4DSD,TOYOT,20180430,28,28,28,365799,T103,1120A,NY,F,60,Morningside Dr,408,j6,GY,2007
8633412019,FDX5850,NY,PAS,01/01/2018,71,4DSD,VOLKS,20181201,28,28,28,365799,T103,1114A,NY,F,434,W 120th St,408,j6,WH,2010
8633412007,FK674N,NY,PAS,01/01/2018,71,4DSD,HONDA,20180509,28,28,28,365799,T103,1110A,NY,F,1070,Amsterdam Ave,408,j6,GY,2006
8631516259,T748128C,NY,OMT,01/01/2018,71,4DSD,TOYOT,20180731,110,110,110,364873,T401,0351P,Q,O,37-03,73rd St,408,j6,BK,2015
8631516247,EGA3420,NY,PAS,01/01/2018,14,SUBN,TOYOT,20180128,110,110,110,364873,T401,0256P,Q,O,76-09,Broadway,408,c,GY,2008
8631516235,T510476C,NY,OMT,01/01/2018,14,SUBN,LEXUS,20181130,110,110,110,364873,T401,0255P,Q,O,76-09,Broadway,408,c,GY,2013
8631516223,FYX6319,NY,PAS,01/01/2018,71,SUBN,DODGE,20180814,115,115,115,364873,T401,0154P,Q,F,72-15,35th Ave,408,j6,WH,2010
8631516211,W90GVL,NJ,PAS,01/01/2018,14,4DSD,ME/BE,88880088,110,110,110,364873,T401,0141P,Q,I,W,Judge St,408,c,GREY,0
8631516181,544TX7,MA,999,01/01/2018,10,SUBN,TOYOT,20180088,114,114,114,364873,T401,1255P,Q,I,E,Vernon Blvd,408,b,GREY,0
8631516170,7LH975,MA,999,01/01/2018,10,4DSD,HYUND,20180088,114,114,114,364873,T401,1253P,Q,I,W,Vernon Blvd,408,b,BLACK,0
8631516132,FTY7737,NY,PAS,01/01/2018,40,4DSD,VOLKS,20191205,114,114,114,364873,T401,1242P,Q,F,38-19,27th St,408,e2,BL,2006
8631516119,32409MJ,NY,COM,01/01/2018,70,VAN,ISUZU,20171231,108,108,108,364873,T401,1211P,Q,I,S,43rd Ave,408,j3,WH,2015
8631516107,T649304C,NY,OMT,01/01/2018,71,SUBN,TOYOT,20180430,108,108,108,364873,T401,1209P,Q,I,S,43rd Ave,408,j6,GR,2014
8631516090,32412MJ,NY,COM,01/01/2018,70,VAN,INTER,20171231,108,108,108,364873,T401,1206P,Q,I,W,10th St,408,j3,WH,2012
8631516077,63132MD,NY,COM,01/01/2018,70,VAN,ISUZU,20171231,108,108,108,364873,T401,1203P,Q,I,W,10th St,408,j3,WH,2011
8631516065,51599MG,NY,COM,01/01/2018,70,VAN,FRUEH,20171231,108,108,108,364873,T401,1200P,Q,F,10-16,44th Dr,408,j3,WH,2014
8631516053,25029MG,NY,COM,01/01/2018,70,VAN,ISUZU,20171231,108,108,108,364873,T401,1159A,Q,F,10-21,44th Dr,408,j3,WH,2015
8631516041,63128ME,NY,COM,01/01/2018,40,VAN,FRUEH,20171231,108,108,108,364873,T401,1158A,Q,O,10-16,44th Dr,408,e2,WH,2015
8631516030,63128ME,NY,COM,01/01/2018,70,VAN,FRUEH,20171231,108,108,108,364873,T401,1156A,Q,O,10-16,44th Dr,408,j3,WH,2015
